id,name,org
59363697,Agnès Voisard,Universität München
2162821473,Birger Andersson,"Department of Computer and System Sciences, Stockholm University/Royal Institute of Technology, Kista, Sweden"
2974829935,W. Buco,"Thomas J. Watson Research Center, Yorktown Heights, New York#TAB#"
957425637,Epaminondas Kapetanios,"Dept. of Computer Science, Postfach, Switzerland"
2332816889,Jason C. Allaire,Wayne State University
2304925220,Steven Kelly,"University of Jyväskylä, Department of Computer Science and Information Systems, P.O. Box 35, FIN-40351 Jyväskylä, Finland"
2240559668,Sudipto Ghosh,"*Colorado State University, USA"
2106722673,Rich Caruana,"School of Computer Science, Carnegie Mellon Univ., Pittsburgh, PA"
2122271048,G. Alonso,ETH Zürich
57077918,Stefan Leue,"University of Waterloo,#TAB#"
147005284,Hardi Hungar,"Computer Science Dept., University of Oldenburg, P.O. Box 2503, D-26111 Oldenburg, Germany#TAB#"
2130358780,Joe Kilian,Harvard University and MIT Laboratory for Computer Science
2983408107,Joe Kilian,NEC Research Institute
2146879686,Ron Steinfeld,"Centre for Advanced Computing - Algorithms and Cryptography, Department of Computing, Macquarie University, Australia NSW 2109#TAB#"
2923455134,Nader H. Bshouty,"Department of Computer Science, The University of Calgary, 2500 University Drive N.W. Calgary, Alberta, Canada, T2N 1N4#TAB#"
1952177885,Parosh Aziz Abdulla,", Uppsala University,"
562619066,Gregor Kiczales,Xerox Palo Alto Research Center#TAB#
2183883599,Malcolm C. Munro,The University of Calgary Calgary Alberta
2174485742,B. S. Manjunath,"Department of Electrical and Computer Engineering, University of California, Santa Barbara, Ca.#TAB#"
433788323,R. Brent Gallupe,"Queen's University, School of Business, Kingston, Ontario, Canada K7L 3N6"
100578647,Jacky Estublier,"LSR-IMAG, 220, rue de la Chimie BP53, 38041 Grenoble Cedex 9, France"
2721970056,Gokhan Gul,"Signal Processing Group, Institute of Telecommunications, Technische Universität Darmstadt, Darmstadt"
2711446566,Konrad Feyerabend,Oldenburg University
68401510,Craig Nevill-Manning,"Department of Computer Science, Rutgers University Piscataway, NJ"
2085610964,François-Xavier Standaert,Université catholique de Louvain >  >  >  >
687553606,Ran Canetti,(IBM Research)
2678958249,J.I. Munro,"Department Of Computer Science, University Of Waterloo, Ontario, Canada#TAB#"
107252551,Günter Preuner,Universität Linz
2344691838,Lynda M. Applegate,Harvard University
2338340454,Antony I. T. Rowstron,"Microsoft Research,#TAB#"
2303465018,Zhiming Liu,"United Nations University, Institute for Software Technology"
2139910894,Pil Joong Lee,"Pohang University of Science & Technology , Korea"
2780317841,Hideki Imai,"Institute of Industrial Science, Univ, of Tokyo"
2117657652,Pascal Paillier,GEMPLUS
2118058895,Alain Finkel,ENS de Cachan
2516421471,Christophe Clavier,Gemplus Card International
2232861201,C.N. Ip,"Dept. of Comput. Sci., Stanford Univ., CA, USA#TAB#"
2118565774,William M. Farmer,"The MITRE Corporation,#TAB#"
2161359622,Mete Yildiz,"Department of Political Science and Public Administration, Hacettepe University, Turkey"
1231575310,C. Proix,Société CRIL
2301663918,Dieter Pfoser,", Aalborg University"
1739574384,Jonathan S. Ostroff,York University
2657476160,Jonathan Rosenberg,Bellcore
2113257544,Michael Brown,"University of Waterloo,#TAB#"
2166319967,Byoungcheon Lee,Information and Communications University(ICU)
2310247031,Jan Willem Klop,Mathematical Centre
2159052863,Radu Mateescu,INRIA-Rhône-Alpes
2157946501,A.W. Berger,
2163716051,Dawson Engler,"Computer Systems Laboratory, Stanford University, Stanford, CA"
2774641301,Jun Furukawa,NEC CORPORATION
2124881709,Fangzhen Lin,"Department of Computer Science, The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong#TAB#"
2923479089,Thomas Baar,Universität karlsruhe
201828038,Dan Boneh,"Stanford, University"
2166884361,R. Mercer,
2298524033,Klaus Schmid,"Fraunhofer Institute for Experimental Software Engineering,"
1952177885,Parosh Aziz Abdulla,Dept. of Computer Systems
2973372685,P. J. Lee,"Bell Communications Research Morristown, NJ#TAB#"
2923347719,S. A. Vanstone,"University of Waterloo,#TAB#"
2952041601,J. Loyall,
689646243,Rajeev Alur,Bell-Labs
2309151664,Kevin Benner,"USC/Information Sciences Institute, 4676 Admiralty Way, Marina del Rey, CA 90292, USA"
2047359151,Sheila A. McIlraith,Department of Computer Science University of Toronto Toronto. Canada
142991879,Albert Zündorf,University of Paderborn#TAB#
2156712379,Carlos Viegas Damásio,"CRIA, Uninova and DCS"
2302739602,Anthony Bolmarcich,"IBM Thomas J. Watson, Res. Center, Yorktown Heights, NY#TAB#"
22180286,Bala Kalyanasundaram,"University of Pittsburgh, Pittsburgh, PA"
2109919604,John Yen,
2681783298,Ben Wegbreit,"Harvard Univ., and Xerox Palo Alto Research Center, Palo Alto, CA"
2143112704,Oscar Díaz,University of  the Basque Country
1972300922,E. F. Codd,
2170737318,Kishore Sengupta,"Department of Administrative Sciences, Naval Postgraduate School Code AS/SE, Monterey, California"
1936616391,Doug Lea,STATE UNIVERSITY OF NEW YORK AT OSWEGO
2345808913,Manuela Speranza,ITC-irst Istituto per la Ricerca Scientifica e Tecnologica
190508276,Thom Frühwirth,
1973703345,Vincent Rijmen,"Institute for Applied Information Processing and Communciations (IAIK), TU Graz, Graz, Austria"
1960765267,Roland Rolles,Universität des Saarlandes (Germany)
2100039332,Brice Morin,"IRISA/INRIA/Rennes1, Equipe Triskell, F-35042 Rennes Cedex,#TAB#"
2023363942,Marie-Pierre Gervais,"Université de Paris-6, France#TAB#"
10460767,Ulrich Güntzer,Universität Tübingen
2033368653,R.R. Muntz,"California Univ., Los Angeles, CA, , USA"
1970207042,Ugo Montanari,Universita di Pisa
251194211,Matthias Jarke,"Informatik V, RWTH Aachen, Ahornstr. 55, 5100 Aachen, Germany"
2570985645,Yoonseok Choi,"Sch. of Eng., Inf. & Commun. Univ., Daejeon, South Korea"
2974414866,C.I. Podilchuk,
2152823110,Hongxun Yao,Harbin Institute of Technology China
1830792245,Michael Schiffers,Zentrallaboratorium für Fernschreib- und Signaltechnik Siemens AG
2124385062,Colin Stirling,"University of Edinburgh,"
2163004323,Sidney E. Harris,"GEORGIA STATE UNIVERSITY, ATLANTA"
2100792061,Vijayalakshmi Atluri,"Center for Information Management, Integration and Connectivity (CIMIC) and MS/IS Department, Rutgers University, 180 University Ave., Newark, NJ 07102.#TAB#"
2973908103,T. Jéron,IRISA Campus de Beaulieu
2973330664,Amitava Majumdar,"San Diego Supercomputer Center, 9500 Gilman Drive, La Jolla, CA 92093-0505, USA#TAB#"
2581936915,Niko Kleiner,University of Ulm
1985120884,J. Gregory Morrisett,Cornell University;
2923301708,Søren Christensen,"Laboratory for Foundations of Computer Science, University of Edinburgh, Edinburgh, Scotland#TAB#"
2166150971,G. Lawrence Sanders,"State University of New York at Buffalo, Buffalo, New York"
114112585,Gerd Woetzel,"Gesellschaft für Mathematik and Datenverarbeitung, Germany#TAB#"
2118058895,Alain Finkel,Thomson-CSF Laboratoire Central de Recherches Domaine de Corbeville
2687557937,Sabrina Sowers,The George Washington University.
2088166175,Andrew Chi-Chih Yao,"(Computer Science Department, Stanford University, Stanford, USA)"
2637279517,Katsumi Tanaka,"Currently at Computer Science Department, University of Southern California, Los Angeles, CA U.S.A. 90089-0782"
216094903,Markus Stumptner,University of South Australia
2286160847,Jeffrey Wu,
2308774408,Faisal Zaman,"Department of System Design and Informatics, Kyushu Institute of Technology, Fukuka, Japan"
2109016628,Carlos Cid,"Royal Holloway, University of London, Egham, United Kingdom"
2109915147,Randal C. Nelson,"Computer Science Department , University of Rochester , Rochester, New York, 14627, U.S.A."
2110053611,Andrew Trotman,"Univ. of Otago, Dunedin, New Zealand"
1978362565,Eugene J. Rollins,Carnegie - Mellon University#TAB#
2168523976,Theodore Johnson,AT&T Labs — research
2041076840,Stefan Römer,Technische Universität München;
2984027855,Richard J. Lipton,"Dept. of, Computer Science, Princeton University#TAB#"
2493321135,A. Melton,"Department of Computing and Information Sciences, Kansas State University, Manhattan, KansasUSA"
2070444920,Marc Joye,University of Louvain;
73842927,Gerhard Brewka,"GMD, Postfach 12 40, D 5205 Sankt Augustin, Germany"
264588417,Nanda Kambhatla,"IBM T. J., Watson Research Center, Hawthorne, USA"
2985047374,Christopher J. Matheus,"GTE Laboratories Incorporated, 40 Sylvan Rd., Waltham MA 02254"
1251186077,Alva L. Couch,"Department of Computer Science, Tufts University, USA#TAB#"
2151325580,Bernhard Seeger,Universitaet Karlsruhe
2109583511,Ralf Küsters,"Institut für Informatik, Christian-Albrechts Universität zu Kiel, Kiel, Germany"
2917300163,Matthias Klusch,"Deduction and Multiagent Systems Lab, DFKI GmbH, Saarbrücken, Germany klusch@dfki.de#TAB#"
2100790447,Takeaki Uno,National Institute of informatics
1273249561,Bernadette Szajna,"M.J. Neeley School of Business, Texas Christian University, Fort Worth, Texas#TAB#"
2473236528,Alexander Förster,"Department of Computer Science, University of Paderborn, Germany#TAB#"
2226917799,M. Chock,UCLA
2108169188,Qi Cheng,‡University of Oklahoma.
2973889457,L. Anthopoulos,"Dept. of Informatics, Aristotelian Univ. of Thessaloniki, Greece"
210272033,Jan Gerben Wijnstra,Philips Res. Labs.
1974504312,Susan Horwitz,"University of Wisconsin -- Madison, Madison"
2118256005,He Zhang,"National ICT Australia, Alexandria, NSW, Australia and School of Computer Science and Engineering, University of New South Wales, Australia"
2609124786,Ashok K. Chandra,
2101230262,G. Salton,"DEPARTMENT OF COMPUTER SCIENCE, CORNELL UNIVERSITY, ITHACA, NEW YORK"
2109851473,Peri Tarr,"IBM T.J. Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
680680422,Yves Lespérance,"Dept. of Computer Science, York University, Toronto, Canada"
2304711325,Anubhav Gupta,Carnegie - Mellon University#TAB#
315401437,W. Equitz,"Previously with IBM Almaden Research Center, Storm Technology, Mountain View,"
2162036782,Amy W. Lim,"Stanford, University"
2155210674,Jeffrey S. Foster,"""University of California, Berkeley"""
2115541029,Jin-Yi Cai,"Department of Computer Science and Engineering, State University of New York, Buffalo, NY, USA"
2283651526,Ahmed Bouajjani,Verimag
2109947164,Howard Jay Siegel,"Colorado State Univ, Fort Collins, CO"
2131050340,S. Castano,
2973288923,V.K. Agarwal,
2147836937,Shai Wiseman,"Department of Physics of Complex Systems, Weizmann Institute of Science, Rehovot 76100, Israel#TAB#"
2097766447,K.K. Paliwal,
2012163064,Clifford Brunk,"Department of Information and Computer Science, University of California, Irvine, Irvine, CA 92717 USA"
1975295756,Noam Weingarten,Univ. of Westminster
396240595,Sara Comai,"Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milano, ITALY"
2149732624,Robert H. Lengel,"Univ. of Texas at San Antonio, San Antonio"
2115685559,Geoffrey R. Wheeler,Telecom Australia Research Laboratories#TAB#
2004792601,Michael Isard,University of Oxford
2111363813,Jan Friso Groote,Centre for Mathematics and Computer Science
2601047291,John Arnold,Bull HN Information Systems Inc.
2096246355,Christophe Geissler,"Ecole Nationale Superieure des Télécommunications, Paris, France"
2128565744,Pankaj K. Agarwal,"Center for Geometric Computing, Department of Computer Science, Box 90129, Duke University, Durham, NC"
356053134,Christof Paar,"Horst Görtz Institute for IT Security (HGI), Ruhr University Bochum, Germany, Bochum, Germany"
2408169094,Daniel T. Ling,"Microsoft Research One Microsoft Way Redmond, WA"
6394251,Rainer A. Rueppel,"Crypto AG, Switzerland"
2162155095,abhi shelat,IBM Zurich Research#TAB#
2047671062,D. Simser,"Bell Canada Software Reliability Lab., Waterloo Univ., Ont., Canada"
2681043443,Murugappan Palaniappan,"Department of Computer Science, University of North Carolina, Chapel Hill NC#TAB#"
2147145606,Jason Waddle,University of California at Berkeley
2643216670,A. W. Friesen,
2171087181,Roberto Oliveira,IBM T.J. Watson research center
2565870565,Yannis Vassiliou,
2155251200,Gary L Miller,University of Southern California
737098973,Henry M. Levy,
2641643825,P. Sreekanth,"International Institute of Information Technology,"
2131252044,Dawn Xiaodong Song,"Dept. of Computer Science, Carnegie-Mellon University, Pittsburgh, PA, USA"
2129983034,Jingrui He,Tsinghua University; Beijing China
2395910047,Rongyue Zhang,"Korea University,  Seoul, South Korea"
2113635140,Ian M. Hodkinson,"Department of Computing, Imperial College London, England#TAB#"
2114997833,Rohit Parikh,
2160400601,M.J. May,"Pennsylvania Univ., University Park, PA, USA"
1568677663,R. Giancarlo,"Columbia University, NEW YORK, NY"
2237861719,Rolf Reinema,German National Research Center for Information Technology
2095279249,A. Olivero,Verimag
2004230566,Michael Waidner,"IBM Zurich Research Laboratory, Saumerstrasse 4, CH-8803 Ruschlikon, Switzerland"
2059569426,Astrid Kiehn,Technische Universität München;
2279588302,Zhao Xu,Tsinghua University; Beijing China
2128447696,Sampath Kannan,AT&T
2153527842,Peter Schröder,"Dept. of, Computer Science, Princeton University#TAB#"
204190299,Danny Harnik,"Department of Computer Science , Technion , Haifa, Israel"
1589418377,Ronald J. Watro,
2072459584,Stefan Dziembowski,"Department of Computer Science, University of Rome “La Sapienza,” Rome, Italy"
2123038032,Keith Golden,"Dept. of Computer Science & Engineering, University of, Washington, Seattle, WA"
2078106182,Ellen Riloff,"Department of Computer Science, University of Utah, 3190 Merrill Engineering Building, Salt Lake City, UT 84112, USA"
2135164174,V. Berzins,Department of Computer Science|University of Minnesota
343986580,Wanda J. Orlikowski,"Massachusetts Institute of Technology, 50 Memorial Drive (E53-545), Cambridge, MA"
2102819664,C. T. Yu,"University of Illinois/Chicago Circle, Chicago, IL#TAB#"
2147486235,Carla Savage,"Department of Computer Science, Box 5972, North Carolina State University, Raleigh, NC 27650, USA#TAB#"
2124380882,Donald Beaver,"CertCo, New York, NY#TAB#"
14305379,Marc E. Pfetsch,Technische Universität Berlin#TAB#
2309335715,Eugene J. Shekita,"E-mail: {shanmuga, shekita, bgl, pirahesh, reinwald}@almaden.ibm.com"
2008392143,Per Stenström,Chalmers University of Technology
1969806993,Mitchel W. Sukalski,"Los Alamos National Laboratory, Advanced Computing Laboratory, MS-B287 Los Alamos, New Mexico#TAB#"
2720329085,Yunn Yen Chen,"Department of Computer Science, National Tsing Hua University, Hsinchu 300 Taiwan, ROC"
331218973,Nicolas Belloir,
527507227,Michael Lindenbaum,"Computer Science Department, Technion, Israel Institute of Technology 32000, Haifa, Israel. mic@cs.technion.ac.il#TAB#"
258318981,M. P. Consens,"Computer Systems Research Institute, University of Toronto, Toronto, Canada M5S 1A4"
2162252092,David W. McDonald,"FX Palo Alto Laboratory, Inc., Palo Alto, CA"
337432198,Ludo M.G.M Tolhuizen,"Philips Research Laboratories, Prof. Holstlaan 4, 5656 AA, Eindhoven, The Netherlands#TAB#"
2079929980,Gerd Stumme,"Fachbereich Mathematik Technische Hochschule Darmstadt, Darmstadt,"
2169034151,Mark A Musen,"Section on Medical Informatics, Knowledge Systems Laboratory, School of Medicine, Medical School Office Building (MSOB) x215. Stanford University, Stanford, CA 94305-5479, USA"
2112745185,Sagar Chaki,Carnegie-Melon University
2134142736,Dakshi Agrawal,"IBM, Watson Research Center"
2973774449,R. A. Riemenschneider,"SRI, International#TAB#"
2153170553,Marcelo P. Fiore,"University of Edinburgh,"
2251908480,William Kent,Hewlett-Packard Lab.#TAB#
2050071469,Hans-Jörg Schek,Swiss Federal Institute of Technology#TAB#
2171597218,Prateek Mishra,The State University of New York at Stony Brook
2124532098,Mark W. Huber,University of Georgia.
2151987123,Tomás Isakowitz,"New York University, NY,"
92229816,Arnold Smeulders,"University of Amsterdam Amsterdam, The Netherlands#TAB#"
2524033895,J. Gallagher,"Dept. of Comput. Sci., Weizmann Inst. of Sci., Rehovot, Israel"
2150509713,Phan Minh Dung,Asian Institute of Technology
2149006611,Johan Lilius,Õbo Akademi University
2151325580,Bernhard Seeger,Universität München
1515370282,Petr Lisoněk,"Simon Fraser University, Burnaby, Britsh Columbia, Canada"
2112794742,Elisabeth Oswald,"Institute for Applied Information Processing and Communciations (IAIK), TU Graz, Graz, Austria"
2109068553,Kyle L. Nelson,IBM CORPORATION
2095411425,Vigyan Singhal,CBL Cadence
2171343426,A. Pnueli,"Weizmann Institute of Science, Rehovot, ISRAEL"
2023685608,David Chaum,"CWI, The Netherlands#TAB#"
2664918327,Markus Stadler,"Crypto AG Zug, Switzerland"
2100748131,V. Valero Ruiz,"Dept. of Inf., Univ. Castilla-La Mancha, Albacete, Spain"
2121897435,Linda Klebe Trevino,"Pennsylvania Sate Univ., State College#TAB#"
1256798135,Pierre-Loïc Garoche,Universite de Toulouse
2070051019,G.D. Hager,Yale University
356053134,C. Paar,"Horst Görtz Institute for IT Security, Ruhr University, Bochum, Germany#TAB#"
689646243,Rajeev Alur,AT&T Bell Lab.#TAB#
2010227090,Andrei Popovici,Swiss Federal Institute of Technlogy Zürich
2236069709,M. Lal,
2030106397,Michael D. Vose,
2618831999,Holger Pfeifer,"Institute of Artificial Intelligence, Ulm University, Germany#TAB#"
118797496,Barbara Scozzi,
1998013649,Kaisa Sere,Åbo Akademi University
2021480045,Luigi Lavazza,Università dell’Insubria
197016611,Y. Smaragdakis,"University of Texas at Austin,#TAB#"
2028266199,Quang-Tuan Luong,"INRIA, Sophia, Valbonne, France"
2864319206,C. Icdem,"Middle East Technical University, METU"
2148746491,Jay F. Nunamaker,"Department of MIS, University of Arizona, Tucson, AZ 85721, USA"
2159499223,Agnes Hui Chan,"Northeastern, University"
2720887342,François Bourdoncle,DIGITAL Paris Research Laboratory
2893425177,Michael Saks,"Department of Mathematics, Rutgers University, New Brunswick, USA"
56518400,Rainer Hammwöhner,"University of Constance, Dept. of Information Science, Project TWRM-TOPOGRAPHIC, Postfach 5560, D-7750 Konstanz, F.R.G."
671527850,Jennifer Widom,"Departments of Computer Science and Electrical Engineering, Stanford University, Stanford, CA#TAB#"
2161618242,Barbara Weber,"Institut für Informatik, Universität Innsbruck, Innsbruck, Österreich#TAB#"
2118674688,M.A. Nascimento,
2177406276,Marco Amaro Oliveira,INESC-Porto
2151536785,Robert Valette,Lab. Automatique et Analyse des Systèmes
2138245600,R. F. Metz,AT&T INFORMATION SYSTEMS
2149292659,Hidehiko Tanaka,<org_name>The University of Tokyo</org_name>
1819774294,Cédric Fournet,INRIA Rocquencourt#TAB#
2124415778,Wang Yi,Univ. of Göteborg and Chalmers Univ. of Technology
684590367,Tomáš Pevný,"Czech Technical University in Prague, Czech Republic"
1971168030,Erich Kaltofen,"University of Toronto,#TAB#"
240959683,Roger A. Golliver,Intel SSD
2166812292,Alan R. Dennis,"Indiana University (Bloomington, IN)"
2989104328,Bernhard Steffen,"Lehrstuhl für Programmiersysteme, Fakultät für Mathematik und Informatik, Universität Passau, D-94030 Passau, Germany"
1237859792,Jovan Dj. Golic,"Institute of Applied Mathematics and Electronics, Belgrade and School of Electrical Engineering, University of Belgrade, Beograd, Yugoslavia#TAB#"
2114798098,Jessica Fridrich,"Dept. of Electrical Engineering, SUNY Binghamton, Binghamton, NY#TAB#"
2591958292,Chih-Cheng Hsu,
1750905350,Laszlo Babai,"Department of Algebra, Eötvös University, Budapest, Hungary"
114112585,Gerd Woetzel,"German National Research Center for Computer Science (GMD), Germany#TAB#"
2147258895,Samson Abramsky,"Department of Computing, Imperial College of Science, Technology and Medicine, University of London, 180 Queen's Gate, London SW7 2BZ, U.K.#TAB#"
2422275600,A. Guessoum,"Department of Computer Science, University of Bristol, University Walk, Bristol, U. K."
2148961918,Jin-Young Choi,University of Pennsylvania
2252158045,Raymond E. Miller,IBM T.J. Watson research center
2346083455,A. K. Alves de Medeiros,"(Department of Technology Management, Eindhoven University of Technology, Eindhoven, The Netherlands)"
2677316407,Joel McCormack,"DEC Western Research Laboratory, 100 Hamilton Ave., Palo Alto, CA 94301, U.S.A."
2104749128,Siobhán Clarke,"School of Computer Applications, Dublin City University, Dublin 9, Republic of Ireland"
160031478,Thomas G. Dietterich,"Dept. of Computer Science, Oregon State University, Corvallis, OR"
2599638847,G. Roth,"Visual Inf. Technol. Group, Nat. Res. Council of Canada, Ottawa, Ont., Canada"
2222058606,Duane Fulk,Cyberware Inc.
2006920297,Michael Gertz,Universität Hannover
2102678951,David E. Goldberg,"School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213-3890"
2115979219,Jaap Gordijn,Vuture.net-Amsterdam Center of e-Business Research De Boelelaan 1081a
2125538895,Paul Zimmermann,INRIA Rocquencourt#TAB#
1967715543,Reihaneh Safavi-Naini,"Centre for Information Security Research, School of Information Technology and Computer Science, University of Wollongong, Wollongong, Australia"
245516513,Yassine Lakhnech,Institut für Informatik and Praktische Mathematik
2096597339,S. Yovine,"VERIMAG, Gières, France#TAB#"
2302034370,Marion Klein,Rheinisch-WestfÄlische Technische Hochschule Aachen
2150935660,Jan Kodovský,"Department of ECE, SUNY Binghamton, NY#TAB#"
2090109395,Suresh Venkatasubramanian,"Computer Science Department, Stanford University, Palo Alto, CA 94301, USA"
2181741781,Trent Jaeger,"Software Systems Research Laboratory, Department of Electrical Engineering and Computer Science, The University of Michigan, Ann Arbor, MI#TAB#"
110093395,Alexei Lapouchnian,"Dept. of Comput. Sci., Univ. of Toronto, Toronto, ON, Canada#TAB#"
2271153937,Stephen McCamant,Computer Science and Artificial Intelligence Laboratory
425652306,A. Theodore Markettos,"Computer Laboratory,University of Cambridge,Cambridge,UK("
2113223833,Marten van Dijk,Eindhoven Philips Research Laboratories (Natlab)
20141768,Nissim Francez,Israel Institute of Technology
2679239725,B.J. Oommen,"School of Computer Science, Carleton University, Ottawa, Canada KIS 5B6"
11703263,Rainer Steinwandt,Universität karlsruhe
2631157247,Kenneth A. De Jong,"AI Center of the Naval Research Laboratory in Washington, DC#TAB#"
2116490702,Jan J. M. M. Rutten,Centre for Mathematics and Computer Science
16612036,Uta Pankoke-Babatz,"GMD - German National Research Center for Information Technology and Institute for Applied Information Technology, Schloß Birlinghoven, Sankt Augustin, Germany#TAB#"
708809703,Enrico Pontelli,"New Mexico State University,#TAB#"
2166870691,W. Keith Edwards,"Xerox, Palo Alto Research Center, Palo Alto, CA#TAB#"
2792521690,Ravinder S. Bhogal,"London Institute, Royal College of Art, Kensington Gore, London SW7, UK"
2076469802,Hidemoto Nakada,"National Institute of Advanced Industrial Science and Technology (AIST) , Ibaraki , Japan"
2973983691,B. Warboys,"Dept. of Comput. Sci, Manchester Univ., UK"
2075879475,Jacques Ferber,Université Montpellier II
2657272093,Philip Griffiths,ICL Defence Systems
2702792241,Lawerence Chung,"University of Toronto,#TAB#"
2974548740,F. Oppacher,"School of Computer Science, Carleton University Ottawa Canada"
1839883440,Renaud Pacalet,GET / Tèlècom Paris CNRS LTCI
54027764,Ugo Vaccaro,Université di Salerno
2708560172,James R. Slagle,"National Institutes of Health, Heuristics Laboratory, Division of Computer Research and Technology, Department of Health, Education and Welfare, Bethesda, Maryland#TAB#"
2684690428,G. M. Wijers,Software Engineering Research Centre
2170306587,Shmuel Katz,"Computer Science Department, The Technion, Haifa, Israel. katz@cs.technion.ac.il"
1971187209,William Aiello,DIMACS and AT&T Labs - Research
686579444,Daniel M. Bikel,"BBN Systems and Technologies, 70 Fawcett Street, Cambridge MA 02138. dbikel@seas.upenn.edu#TAB#"
2041442269,Thomas Ottmann,"Universität Freiburg,"
2278533947,Joe Suzuki,"Department of Mathematics, Graduate School of Science, Osaka University, Toyonaka, Osaka, Japan#TAB#"
2189376613,Nelson L. Max,University of California
1983295026,Susan Athey,Colorado State University
1997472064,Vasiliy Sachnev,"CIST Graduate School of Information Management and Security, Korea University, Email:[email protected], Seoul, Korea 136-701#TAB#"
2291917982,Aude Oliva,"Harvard Medical School and the Brigham and Women's Hospital, 221 Longwood Ave., Boston, MA 02115. oliva@search.bwh.harvard.edu#TAB#"
2023685608,David Chaum,"CWI, Centre for Mathematics and Computer Science, Amsterdam#TAB#"
2295246271,M.D. Johnston,
2069243843,Paul Strooper,"School of ITEE, University of Queensland, Brisbane (St.Lucia), Australia#TAB#"
2115390127,Leonie Ruth Simpson,Queensland University of Technology#TAB#
2798899148,Soon Ang,Georgia State University
2162219505,Richard Anderson,"University of Washington,"
695374658,Stefan Langerman,McGill University
91011899,Yael Gertner,"Department of Psychology, University of Illinois at Urbana-Champaign."
2974055131,Fredrik Valeur,University of California
125011739,Christine Choppy,Universite Paris XIII.
2038038819,Robert K. Brayton,
2947491482,Oliver Rüthing,Christian-Albrechts-Universität
2160390459,J Hsiang,State University of New York at Stony Brook
2159829753,J. Whittle,"QSS Group/NASA Ames Research Center, CA, USA"
1481757371,Premkumar T. Devanbu,AT&T — Research#TAB#
1129668388,Bernd Freisleben,"Department of Electrical Engineering and Computer Science, University of Siegen, Germany"
2143105036,Akikazu Takeuchi,"ICOT Research Center, Institute for New Generation Computer Technology, Tokyo, Japan"
2105501499,T. Mukhopadhyay,
2105501499,Tridas Mukhopadhyay,Carnegie - Mellon University#TAB#
1646480596,Kaoru Kurosawa,"Dept. of Electrical and Electronic Eng., Faculty of Eng., Tokyo Institute of Technology, Tokyo, Japan"
235866268,Nadia Busi,"(Correspd.) Dipartimento di Scienze dell'Informazione, Università di Bologna, Bologna, Italy. busi@cs.unibo.it#TAB#"
2951525230,Jorge Guajardo,"Infineon Technologies, Secure Mobile Solutions, Munich, Germany#TAB#"
2046092719,Douglas R. Stinson,Univ of Nebraska
2160046291,Howard D. White,"School of Library and Information Science, Drexel University, Philadelphia, PA 19104"
2129309639,Vipul Kashyap,"1G332R, MCC, Bellcore, 445 South St., Morrison NJ 07960, USA. kashyap@bellcore.com#TAB#"
2496328467,Jim Highsmith,
2050713377,Burkhard Wrenger,"GECKO mbH, Rostock, Germany#TAB#"
2122436540,Werner Kuhn,Technical University Vienna
2017222965,Ian Foster,"Mathematics and Computer Science Division, Argonne National Laboratory, Argonne, IL and Department of Computer Science, The Computation Institute, The University of Chicago, Chicago, IL#TAB#"
1978340988,Reiko Heckel,"University of Paderborn, Dept. of Mathematics and Computer Science, Paderborn, Germany#TAB#"
2099564228,P. S. Thiagarajan,"Gesellschaft für Mathematik und Datenverarbeitung mbH Bonn, Schloβ Birlinghoven, D-5205 St. Augustin 1, Federal Republic of Germany"
152915441,Tomasz Imieliński,"Rutgers University, Department of Computer Science, New Brunswick, NJ 08903 USA. imielins@cs.rutgers.edu#TAB#"
2111440408,Jan Zöllner,Dresden University of Technology
2145207705,Fabio Casati,"Hewlett-Packard Laboratories, 1501 Page Mill road, Palo Alto, CA, 94304, USA. casati@hpl.hp.com#TAB#"
2555122842,Ai Li,"SUNY at Stony Brook, NY#TAB#"
2409043791,J.-P. Tremblay,"Saskatchewan Univ., Saskatoon, Sask., , Canada"
2080412353,André Flory,Université Claude Bernard
2973313210,Craig MacNish,University of Cambridge
2974591335,Richard J. Welke,McMaster Universíty
2278651514,David Galindo,"Institute for Computing and Information Sciences, Radboud University Nijmegen,"
2156495138,S. Purushothaman Iyer,"Department of Computer Science, North Carolina State University, Raleigh, North Carolina, 27695-8206, f2purush@csc.ncsu.eduf2#TAB#"
313407794,Andrei Sabelfeld,Chalmers Univ. of Tech. and the Univ. of Göteborg
91862343,Georg Lausen,"Universität Freiburg,"
2100387170,Helmut Klaus,"Information Systems Management Research Center, Queensland University of Technology, Brisbane, Australia"
2600993254,T. Kratschmer,
2286211982,Anil Kumar,"Dept. of Electr. Eng., Polytechnic University, Brooklyn, USA"
2710526334,C. Morandi,"Dipartimento di Elettronica ed Automatica, Universita di Ancona, via Brecce Bianche. 60100 Ancona, Italy."
2076712289,Mark Jerrum,"University of Edinburgh,"
2517398897,Charles Lakos,University of Tasmania
2280772750,Murali Narasimha,North-Carolina State University
2020136591,Alan Borning,"Department of Computer Science, University of Melbourne, Parkville, Victoria, Australia and Dept. of Computer Science & Engineering, University of Washington, Seattle, Washington#TAB#"
189792139,Bernhard Hollunder,"German Research Center for AI, Saarbrücken, Germany#TAB#"
